LW09	A close overlapping pair of lean steel gauntlets with backward swept wrist vanes, articulated narrow fingers and a spring-like spiral cuff hinge. Brushed silver highlight and oxblood leather. Fast grasping posture, still clearly physical equipment.
LW10	One rugged finger ring with a split dry cracked iron bezel shaped like an empty shallow basin, a tiny deep amber core caught at its bottom and inward-curved bronze channels. Thick irregular band, open center, restrained thirsty material language.
LW11	A compact pair of heavy charred iron boots with broad kiln-like toe caps, glowing ember seams contained inside the sole and reinforced fire-blackened ankle cuffs. Clearly wearable boots with physical orange inlays, no ground flame or smoke.
LW12	One iron finger ring formed from a thick returning arch whose two hooked ends almost meet over a low silver stone; three evenly spaced physical support ribs below the arch. Rounded spring-loaded silhouette and empty center suggest a leap reset.
LW13	A necklace with a broad downward executioner-axe pendant and a small crescent suspension arch above it. Tarnished silver axe-shaped solid pendant with burgundy stone at the junction, short thick chain. An omen of a powerful descending strike, no gore.
LW14	A massive rounded cuirass built from nested impact-dispersing iron shells with a broad central dent and bronze reinforcement bands. Wide sloping shoulder plates, empty collar and arm holes. Distinct domed compact armor shape, no wearer.
LW15	A compact overlapping pair of armored boots whose thick heel guards form closed tooth-like iron jaws around dark amber reservoirs. Forward toe caps are blunt and strong. Worn dark iron, ochre leather, no literal creature or blood.
LW16	One enclosed drop-shaped warrior helmet with a heavy downward-pointed brow, narrow dark visor and a thick bell-like lower rim. Muted blackened steel and worn brass cheek plates. Weighted silent falling silhouette, no head inside.
LW17	A heavy two-handed crushing maul with a squat iron head shaped as a crushed five-point crown fused around a block of stone. Thick black leather shaft, broad blunt striking surfaces, dull gold crown remnants. It is a weapon, not headgear.
LW18	A compact pair of gauntlets with layered concentric knuckle plates echoing outward from a blunt skull-like central boss. Dark steel with bone-white worn striking ridges; skull forms are structural armor, no detached skulls or spectral effects.
LW19	A brutal two-handed war pick with a thick hammer body and one deep hooked cutting beak, a long sharply gouged central groove running through its steel head. Black iron, rusty red recessed scar, weathered leather shaft. Clear asymmetrical heavy weapon silhouette.
LW20	A broad curved leather war belt with a sealed metal writ case integrated into the buckle, deep red wax-like inset without any script, and iron stitching clamps across a repaired tear. Suggest healing through a mended crimson seam. No letters or parchment text.
LW21	One bronze finger ring with a miniature rally-horn-shaped bezel embracing a deep red shield-shaped stone and two raised radial flanges. Thick weathered iron band, open ring center. Read as jewelry at small scale, no sound-wave effect.
LW22	A compact pair of crushing gauntlets with squared hammer knuckles and a fractured target-shaped iron plate inset across the dominant fist. Black steel and red enamel cracks; no graphic floating target, markings are physical hardware.
LW23	A great war hammer with two offset stacked rectangular striking blocks joined by a visible bronze vibration spine. Heavy stone-inlaid black iron head and sturdy wood shaft. Two distinct blunt tiers express a second earth impact; no ground or shockwave.
LW24	A thick knotted leather belt with tightly braided rope sections, heavy iron clamp buckle and a captured amber bead at the knot. Belt is curved as a compact wearable loop, no loose coil of rope or unrelated shackles.
LW25	A chain necklace bearing two stone-dark gate pillars curled inward around a compact spiral iron pendant. Rough bronze hinges and polished silver inner arcs suggest a gate opening into a maelstrom. Jewelry only, no portal scene or atmospheric vortex.
LW26	A wearable breastplate composed of large recovered stone-and-iron slab plates riveted into a fortified cuirass. Asymmetric masonry-like shoulders, one pale fractured slab across the chest and worn bronze repairs. Clear empty neck and arms, no environment.
LW27	A compact pair of plated boots with ankle cuffs made from interlocking cracked basalt bands and iron binding braces. Jagged vertical fractures end at blunt heavy toes. Restrained ash gray and dark bronze; no external ground cracks.
LW28	A warrior helmet with a broad horn-like open mouthguard, angular cheek plates and a short robust backward crest. Worn steel and bronze inner throat grille suggest a battle cry focusing force into a strike. No face, no ornamental text.
LW29	A broad solid breastplate with outward-angled triangular shard plates fixed along shoulders and chest perimeter, shield-like smooth central iron slab. Silver fractured edges against black steel; all shards remain attached armor, no exploding debris.
LW30	A thick curved iron-and-leather belt with a cylindrical ironcore buckle split by a clean pale-silver mending seam. Two large riveted straps hold its core firmly. Warm amber contained in the seam, tangible protective equipment.
LW31	An enclosed vigilant helmet with a single continuous raised silver brow over a narrow eye slit and overlapping shield-shaped cheek plates. Dull blue-black steel, no actual glowing eyeball or face. The unwavering visor defines its silhouette.
LW32	One broad finger ring with an unbroken angular shield bezel braced by two squared iron buttresses. Forged dark iron, worn silver corners, small crimson inset beneath the shield. Rigid geometric jewelry with transparent center.
LW33	A compact pair of heavy defender gauntlets with shield-shaped backplates and short forward-facing blunt counterstrike bosses on the wrists. Worn slate steel, muted bronze pivots. Different from attack gauntlets through the broad defensive hand shields.
LW34	A substantial chain necklace carrying a small curved war-horn pendant bound in three iron bands, the horn tip turned inward. Weathered ivory and tarnished brass mouth rim, deep red cord detail. Clearly wearable amulet, not a full-sized horn.
LW35	A battered warrior cuirass with a folded burgundy comrade's sash tucked and riveted across its breast, one large repaired silver seam, uneven but protective shoulders. Tangible dark steel armor, no inscription or floating spirit.
LW36	A compact overlapping pair of gauntlets with large alternating crimson leather and dark steel wrist bands, three blunt knuckle beats increasing in height. Rhythmic stepped profile with brass percussion-like cuff discs, no musical notes.
LW37	A compact pair of forward-leaning armored boots with long chisel-shaped shin ridges and strong upward-swept heel spurs, brass chevrons physically embossed into dark iron. A charging military silhouette, no scroll or writing.
LW38	One rugged finger ring whose solid shield-like bezel encloses a small persistent coal-red stone, band forged as an unbroken climbing ridge. Dark iron and warm worn copper, visibly open central hole. No flame outside the gem.
LW39	A necklace with three heavy vertical iron sentencing bars descending to a single blunt hammerhead pendant, pale worn steel center and red cord around the chain junction. Three structural ribs, no numerals or legal script.
LW40	A broad dark leather belt with a squat bitter-tonic vial locked safely inside a heavy shield-shaped iron buckle cage. Murky amber glass, worn silver protective ribs and two wide straps. Vial stays integrated, no spilled liquid.
DES_LW41	A short massive chain necklace whose pendant is a recurved iron grappling hook clasped around a compact bronze brand seal with a deep red inset. Asymmetric hook and broad heavy chain express pursuit and extended grip; no floating emblem or text.
DES_LW42	A compact pair of claw-tipped warrior gauntlets, three short raking finger blades feeding into a closed dark-red wrist reservoir, broad blunt knuckle plate beneath. Worn iron and garnet metal seams; no gore, blood splash or detached effect.
DES_LW43	A massive articulated cuirass with overlapping movable fortress plates, forward-angled shoulder shields and clearly visible bronze sliding hinges. Dark iron and pale edge highlights. Convey a walking rampart through mechanical armor structure; no legs or wearer.
DES_LW44	A broad curved war belt with a central jagged mountain-ridge basalt buckle and two concentric iron compression bands running around the leather strap. Earthy gray, brass repairs, a strong low-wide mountain silhouette, no landscape.
DES_LW45	One finger ring with a tall shield-like hollow bezel wrapping a steady warm amber core, two interlocking silver breath-shaped ribs forming a continuous protective arch. Worn iron base and open center. Calm stored resolve, no vapor.
DES_LW46	One ancient king's battle crown-helmet with three broad broken iron crown peaks, a heavy open-faced lower helm and ancestral bronze knotwork carved as large simple material grooves. Deep red inset central stone; no skull, ghost or writing.
LA01	A long piercing arbalest crossbow with a straight extended central rail, sharply forward-swept slender steel limbs and a narrow arrow channel aligned end to end. Aged dark wood, worn steel, small amber sight bead. One weapon diagonal; no flying arrow effects.
LA02	A compact pair of archer gloves with three parallel reinforced finger guides converging at one narrow wrist brace. Supple dark leather, pale bone finger splints and restrained green stitched seams. Three fingers held close express narrowed multishot.
LA03	A compact pair of ranger boots with curled shed-snakeskin cuffs and small folded trap-jaw hardware integrated behind the heels. Olive-black leather, pale worn scales and bronze hooks. Distinct molting layered cuffs, no actual snake or ground trap.
LA04	A necklace carrying an onyx arrowhead caught in branching dark silver veins, with three tiny attached poisoned green glass nodules embedded around its base. Short black chain, branching tangible jewelry silhouette. No poison cloud or floating shadow.
LA05	A recurve bow with a long spear-like primary upper limb tip and a shorter offset secondary tip following behind it, aged yew and dull silver reinforcement. One clear bow with visible taut bowstring and split arrowhead-shaped grip fitting; no duplicate weapon.
LA06	A necklace with a long narrow far-sight pendant formed from a stretched ivory arrowhead enclosed by an elongated bronze oval, hanging from a compact cord loop. A tiny distant amber inset at the tip, clean long-range silhouette.
LA07	One ranger hood with an asymmetric single-eye metal sight visor, a sharp angled brow and a large round green lens inset above one eye opening. Weathered charcoal leather, bronze lens housing, no face or actual eye.
LA08	A compact pair of fingerless archer gauntlets with a split onyx arrowhead backplate and broad branching silver cracks running across the dark leather wrist. Restrained violet gemstone seams contained in the plate, no exploding shadow cloud.
LA09	A crooked swampwood longbow with thick root-like recurved limbs and a taut sinew bowstring, algae-green resin pockets sealed inside the wood and corroded bronze limb cuffs. Heavy asymmetric root fork at grip, no scenery.
LA10	A compact pair of ranger boots with arrowhead-shaped backward heel fins and open angular ankle guards, charcoal leather with pale silver directional ribs. Light quick-escape proportions, no hovering arrows or movement trail.
LA11	A compact fan-limbed hunter crossbow whose broad upper bow limbs resemble a seed pod opening into three solid pointed steel channels. Walnut body, bronze seed-like central housing. One physical ranged weapon; avoid actual falling arrows.
LA12	A compact pair of close-combat archer gloves with thick short hooked bone knuckle guards and reinforced palm pads, tight dark red-black leather cuffs. Short aggressive inward-curving silhouette, no severed hands or weapon props.
LA13	A compact pair of archer gauntlets with small attached brass ratchet wheels at the wrists and staggered metal loading ridges along the fingers. Dark leather, dull gold mechanics, broad readable cuffs; no detached ammunition.
LA14	A recurved hunter bow with broad feather-shaped bone reinforcement plates along both limbs and deep green lacquer sealed into the grooves. Dark yew core and taut silver-gray bowstring, three pronounced physical feather tips at upper limb, no poison haze.
LA15	One low closed ranger helmet with a reinforced blunt brow plate, a large recessed cross-shaped iron sight fitting and pale bone cheek pads. Dark leather and tarnished steel, restrained amber center stud; no floating target symbol or face.
LA16	One delicate but sturdy finger ring with a broad calm oval bezel enclosing three narrow parallel silver reeds, a smooth green stone tucked at their base. Aged bronze band and transparent ring opening. Readable serene archer jewelry.
LA17	A necklace with a miniature closed iron trap jaw framing a straight silver aiming needle and small green glass eye bead. Thick short cord, asymmetrical tooth-like pendant edge; tangible trapper jewelry, not a full trap or target graphic.
LA18	A dark ranger belt tied in an oversized asymmetrical harvest knot, with a caged green resin reservoir embedded at the knot and short gathering tubes physically woven into leather. Compact wide silhouette, bronze clamps; no loose poison.
LA19	A compact pair of lightweight ranger boots with half-open trap-shaped ankle buckles and sharply lifted toe ridges. Faded brown leather, dark steel spring strips fixed along heels. Trap mechanisms remain wearable boot hardware.
LA20	A wearable ranger cuirass of blackened root-bark leather with three thick branching root straps gripping the chest, broad rough shoulder panels and a narrow waist. Muted poison-green cracks remain within the bark; empty arm holes, no living tree.
LA21	A short hunter crossbow with a brand-iron-shaped central sight and hooked trap-jaw bow limbs, a contained green reservoir in the wooden stock feeding shallow metal channels. Physical ranged weapon tied to poison traps; no gun, no floating brand.
LA22	One finger ring with a low closed poison-censer-like bezel pierced by broad slots, holding a cloudy olive glass core. Black silver claw prongs and rough bronze band, open center. Contained haze inside glass only, no external gas cloud.
LA23	A compact pair of broad-soled ranger boots with layered bellows-like heels and small enclosed jade poison chambers at the ankle sides. Worn dark leather and tarnished brass vent hardware, no ground puff or detached smoke.
LA24	A compact pair of lean archer gloves with pronounced spring-hook thumb braces and one broad sliding reload plate over each wrist. Charcoal leather, pale steel fasteners and worn green cord bindings; quick articulated hand shape.
LA25	A supple ranger jacket with a large diagonal repaired seam across the chest, pale silver stitches sealing a faded dark-red leather wound patch and tapered layered shoulder flaps. Empty collar and sleeves, no wearer or literal wound.
LA26	A curved dark leather belt with a large resetting pulley buckle and a doubled loop of thick snare cord threaded firmly through it. Bronze wheel and silver latch, one visible noose-shaped leather loop integrated into belt silhouette.
LA27	A necklace bearing a backward-swept silver crescent arrow pendant with three forward-facing notches at its broad end. Short worn black cord, green stone at the pivot. Jewelry structure suggests retreat then counterfire without action effects.
LA28	A hollow wearable snakeskin cuirass with broad pale shed-scale outer flaps opening around a dark reinforced core. Desaturated olive and bone-white leather, thick protective chest ribs, no actual snake or person.
LA29	One stout finger ring with a raptor-claw bezel securing a faceted dark amber quarry stone, one deep notched silver track crossing the broad band. Tarnished bronze and charcoal metal, clear open center, no animal head scene.
LA30	A precise long hunter bow with a single large eye-shaped mechanical sight forming the central grip, arrow-straight dark wood limbs and sharpened pale steel tips. Black and antique ivory materials, small crimson sight lens; tangible weapon with bowstring.
LA31	A wide ranger belt with a branching red-veined leather inlay leading into a small pale silver heart clasp, and a short attached hunter tracking hook. Dark hide, copper stitch channels, no blood or floating veins.
LA32	A folded dark ranger hood with overlapping ledger-page-shaped leather brow panels and a hinged bronze tracking tab at the temple. One pale blank folded tag is riveted into the hood with absolutely no writing. Distinct stepped hood silhouette.
LA33	A necklace with a broad almond-shaped onyx gaze pendant enclosed by tightly wrapping silver binding ribs and one heavy short chain. Muted green central lens, angular clamp ends, no literal eyeball or face.
LA34	A dark recurve bow whose limbs flare as a broad closed night-flower of blackened steel petals near the grip, fading into slim thornwood tips with a taut string. Small deep violet enamel heart, no drifting petals or spell effect.
LA35	A compact pair of ranger gloves with eroded black metal backplates, jagged broad notches revealing dull green resin inside, and dark violet leather cuffs. Corrosion expressed in material and silhouette, no fumes or poison splash.
LA36	A wearable black leather cuirass with broad interlocking shackle-shaped chest straps and heavy dark silver collar links, tapering into a slim waist. Contained violet undertone in seams, no chains extending into scenery or wearer.
LA37	One bronze finger ring with an oval alchemical glass capsule bezel held between two small rhythmic mechanical lobes. Deep green glass center, dark iron band with one pale highlight, physical compact jewelry without chemical symbols.
LA38	A necklace with three taut parallel silver bowstrings strung between two curved bone brackets, joining into one narrow arrowhead pendant. Worn dark leather neck cord, all hardware forms one coherent jewelry object, no text.
LA39	A thick ranger cuirass of scarred dark olive leather with uneven pale scale patches and broad poison-resistant layered chest flaps. Old purple-green staining inside hide grain, blunt reinforced shoulder caps; no flowing slime or person.
LA40	A compact pair of light ranger boots with swept-back mist-gray layered cuffs and small cloudy glass potion reservoirs integrated into heel guards. Supple charcoal leather, silver pale edging, no real mist or detached bottles.
DES_LA41	A long patient hunter bow with a broad stable horn-and-yew grip, two nested aiming arcs physically fixed around its small amber sight and strong restrained recurved limbs. Aged black wood and pale ivory, taut bowstring, quietly precise silhouette.
DES_LA42	A compact pair of thorn-bound archer gloves with short frozen bone briars winding over green leather backplates, frosty silver clamp cuffs and small poison-green inlays. Briars and frost are tangible fitted materials; no clouds or detached vines.
DES_LA43	A wearable charcoal ranger mantle with two overlapping folded hood-shaped shoulder flaps like a decoy double, a ragged but compact layered hem and smoky gray lining. Dark leather ties and one bronze lure bell clasp, no wearer or smoke cloud.
DES_LA44	A necklace bearing one large ivory viper fang split into three short pointed silver-tipped prongs near the bottom, a deep green resin channel down its center and a short tarnished chain. Clear forked tangible pendant; no snake or projectile.
DES_LA45	A sturdy curved ranger utility belt with a compact ballista-like winding buckle, two short integrated bolt holders and a broad braced dark wooden center block. Bronze crank and dark leather straps, one wearable item; no freestanding turret.
DES_LA46	One finger ring with two interlocking asymmetrical bezels: a pale silver arrow-fan half and a dark onyx shield half enclosing a small green core. Broad bronze band and open central ring hole; two hunts structurally joined, no split image panel.
LM01	A long weathered mage staff with a crooked silver-white branch shaft and a broad frozen paw-track-like crystal fork at its head, enclosing one pale blue stone. Layered ice-like mineral ridges point in one direction to suggest a following blizzard, no snow cloud.
LM02	A compact pair of mage gloves with two offset ember-red round stones nested on the dominant backplate, scorched bronze cuffs and charcoal cloth fingers. Paired concentric metal shells suggest delayed second ignition; no fireballs outside the gloves.
LM03	A mage sash belt tied into a thick looping infinity-like physical knot, its pale silver ribbons enclosing a restrained blue crystal at the center and returning into a dark cloth strap. Tangible knot hardware evokes shield feedback; no drawn diagram.
LM04	A chain necklace with a heavy zigzag silver conductor pendant folding back into a second smaller loop, dark blue glass nodes at two junctions. Worn bronze frame follows the circuit as real jewelry, no detached lightning.
LM05	A fire mage staff with a long charred wood shaft and a tightly closed bronze brazier head holding a dull orange coal crystal. Ash-gray crust on broad prongs, one narrow persistent ember seam; physical staff, no flaming plume.
LM06	A necklace with a smooth intact miniature furnace-shaped bronze pendant enclosing a deep clear ruby, thick rounded rim and short dark chain. Bright unchipped highlight on the ruby contrasts aged supporting metal; no flame effect.
LM07	A compact pair of mage gloves with broad overlapping bronze plates rising like inherited ember scales from wrist to knuckles, one amber-red stone at each cuff. Blackened cloth and warm copper ridges, restrained physical fiery materials.
LM08	One mage hood-circlet whose heavy bronze brow branches downward into root-shaped prongs gripping a charred leather hood. Contained burnt orange stones at root joints. Roots are part of the wearable crown, no plant scenery or flames.
LM09	One finger ring with an open ash-gray stone basin bezel and a small pale blue crystal rising from its blackened center, charred silver band with bronze inner rim. Entire jewelry reads as a well lifting mana from ash, no particles.
LM10	A compact pair of mage boots with split asymmetrical bronze ankle arches joined around ember-red stones, ash leather toes and a narrow bright violet seam inside the arch. Physical rift-like cleft in footwear, no portal or flame trail.
LM11	A mage staff with a large angular six-sided snowflake mineral head broken into three thick but attached shards around a silver hub, dark frosted wood shaft. Pale icy blue and cold silver, bold asymmetric crystalline silhouette, no falling snow.
LM12	A necklace carrying an elongated frost-white pendulum pendant suspended in a long dark silver arch, a small icy blue stone far below the suspension point. Tall severe judgment silhouette, no scenery, no balancing scales with tiny details.
LM13	A hollow mage cuirass with broad frosted blue-gray shell plates over dark cloth, rounded overlapping crystal ribs and a high protective collar. Large ice-like mineral shoulders and clean empty arm openings; no wearer or snowfall.
LM14	One finger ring formed from two thick braided silver currents around a smooth icy blue bead, heavy rounded channel band with fully open central hole. Chilled polished metal and frosted recesses imply a closed replenishing circulation.
LM15	A compact pair of mage gloves with broad hexagonal ice-stone backplates locked by four visible silver clamps, dark blue cloth fingers and frost-white cuffs. Physical geometric seals with no written glyphs; no floating snowflakes.
LM16	One enclosed mage hood with a large angular glacier-quartz forehead plate and two deep layered crystalline cheek panels, dark navy cloth visible at its base. Strong pointed icy crown outline, no face or hovering memory figures.
LM17	A lightning staff with a squat split copper capacitor head, three broad silver conductor prongs reaching outward from a dark cobalt crystal, blackened wood shaft with one thick copper coil. No external lightning arcs; overflow conveyed by open radial hardware.
LM18	A necklace carrying a short heavy blunt lightning-hammer-shaped pendant, two inward-facing copper conductors almost touching a cobalt stone. Compact wide metal shape with short chain, tactile close-quarters force, no floating bolt emblem.
LM19	A compact pair of mage gloves with stepped copper conductor bars running continuously across knuckles into broad cuff coils, dark indigo leather and small blue mineral nodes. Repeated solid metal waves, no emitted lightning or music marks.
LM20	One finger ring with two opposed silver conductor hooks curling inward to reclaim a single blue-white crystal, aged copper band and broad dark negative-space opening. Distinct returning-hook silhouette, no electricity outside the stone.
LM21	One mage circlet hood with long downward copper clamp prongs anchored into dark cloth, a web of thick attached silver conductor loops around the brow and a restrained violet-blue gem. Clinging physical structure, no lightning tangle in air.
LM22	A broad mage belt with a low thunder-drum-shaped copper buckle enclosed by jagged pale ice-stone panels, dark blue woven sash tied close. Warm metal and cold mineral meet in one distinctive buckle, no storm cloud or snow.
LM23	A compact pair of mage boots with thick copper conductor heel rings and split spatial arches at the ankles enclosing cobalt crystals. Dark violet leather, silver toe ridges. Electrical release suggested through grounded hardware without ground or arcs.
LM24	A mage staff with a long abrupt zigzag silver head terminating in a thick blunt copper striking end, suspended around a dark violet spatial crystal by two angular braces. Blackened shaft, broad descending bolt-like physical outline, no effects.
LM25	A compact pair of lightweight mage boots with open crescent ankle guards and thin layered featherlike silver fins attached above the heels. Soft gray-violet leather, slender toes, physically balanced airy silhouette, no hovering or motion trail.
LM26	A necklace with a ruby flame-shaped mineral suspended across a broken oval silver arch by two thick bronze prongs. Black cord, clear gap between arch tips remains transparent. Teleport-to-fire synergy in tangible split-arch jewelry, no real flame.
LM27	A hollow dark violet mage mantle with overlapping offset front panels, a high divided collar and pale silver reinforcing seams bridging the gaps. Worn layered cloth and metal shoulder anchors. One protective garment, no portal or person.
LM28	One finger ring with an offset split bezel holding a deep blue crystal between two crescent silver jaws, a broad dark-violet stone band with clear open hole. The captured stone emerges from a clean physical gap, no floating orb.
LM29	A substantial mage robe-cuirass with thick white-frost fur collar, broad slate-blue protective chest folds and ice-crystal shoulder fasteners. Compact winter refuge garment, empty neck and arms, no snowfall or landscape.
LM30	A broad woven mage belt with a curved translucent rose-blue crystal buckle protected by two rounded silver ribs and a pale mended seam through its center. Dark cloth sash, calm healing glint entirely inside crystal.
LM31	A compact pair of mage gauntlets with smooth domed shell backplates, broad copper lightning conductors underneath pale blue shield-crystal plates, indigo cloth fingers. Defensive rounded silhouette with contained charge, no floating barrier.
LM32	A compact pair of mage boots with continuous unbroken silver arch braces encircling the ankle, dark violet leather panels and protective small blue crystal shields over the heels. Long linked escape-path groove carved into hardware, no route diagram.
LM33	A broad mage sash belt with an oversized heavy frozen knot of pale silver and blue cloth, three thick downward icicle-shaped metal ends and a dark central clasp. Distinct tied protective equipment, no snow field.
LM34	A mage staff with two nested offset crescent ice crowns around one blue mineral core, outer crown larger and blunt, inner crown close and sharp. Dark frosted branch shaft, pale silver fittings; second cold pulse shown only by paired physical crowns.
LM35	One finger ring with a rectangular blue crystal firmly bound by two crossed silver clamps, a thick squared ice-dark band and a clear center hole. Restrained binding hardware around a mana gem, no dangling chains or effects.
LM36	A necklace with a deep layered icy funnel-shaped mineral pendant, three large crystalline steps descending inward to a dark blue center, tarnished silver chain. Compact physical crystal jewelry that suggests intensifying blizzard without weather.
LM37	A compact pair of mage gloves with chisel-like silver fingertip caps and broad cracked ice-stone backplates held in dark blue leather. Two big broken crystal ridges at the knuckles, tangible icebreaking tools, no shards flying.
LM38	One finger ring with a broad basin-like silver bezel holding a blue crystal well and three simple descending carved channels feeding its center. Plain sturdy bronze band, open ring hole; elemental fundamentals shown without glyphs or water splash.
LM39	One mage hood with a small closed bronze ember-casket integrated into its forehead guard, two thick interlocking shutter plates protecting an amber gem. Dark ash cloth, broad peaked brow, no flames or written marks.
LM40	A curved mage belt with a single squat violet glass potion vial integrated inside a large protective crystal buckle, pale silver cage ribs and dark blue leather strap. The vial holds a solid blue crystal, no separate potion props.
DES_LM41	A compact pair of mage gloves with lance-shaped ember-bronze backplates nested inside short wall-like cuff plates, two restrained orange stones joined by a dark metal channel. Charred leather and burnished edges. No external flame wall or projectile.
DES_LM42	A long glassglacier mage staff whose crown combines one spear-point transparent blue crystal and a small solid frost-glass globe seated within a broad bifurcated silver ice brace. Weathered pale branch shaft, distinct lance-and-orb physical structure, no snowfall.
DES_LM43	A necklace with a compact spherical cobalt capacitor pendant captured inside three thick brass conductor ribs and one short spear-shaped collector prong rising upward. Dark short chain, blue charge contained inside mineral, no external lightning.
DES_LM44	A broad dark violet mage sash belt with a serene narrow rift-shaped gap inside its large silver buckle, paired smooth blue crystal halves held by a continuous protective oval brace. Quiet solid material contrast, no portal or energy mist.
DES_LM45	A hollow mage cuirass with a large physical compass-like bronze chest hub, four thick asymmetrical magnetic ribs sweeping inward over indigo cloth and a small cobalt central stone. No written compass directions; wearable armor, no floating diagram.
DES_LM46	One finger ring with a three-point crownstone bezel, three broad mineral facets of ember red, glacial blue and storm violet sharing one dark silver setting. Heavy triangular crown profile and open bronze band; no separate elements or spell effects.
